466,"Streamline Weekly Reports & Cabinet Reports",439,1,1332177674,1333460863,"<p><strong style=""font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 13px; line-height: inherit; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; vertical-align: baseline; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; background-color: transparent; "">IDEA ENGINE ADMINISTRATOR&#39;S NOTE</strong></p><p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 20px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-size: 13px; vertical-align: baseline; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; line-height: 20px; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; ""><strong style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; vertical-align: baseline; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; background-color: transparent; line-height: inherit; "">PLEASE CLICK&nbsp;<a href=""http://ideaengine.ed.gov/oese/node/466#comment-427"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; vertical-align: baseline; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; background-color: transparent; line-height: inherit; color: rgb(74, 165, 203); text-decoration: none; ""><span style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; vertical-align: baseline; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; background-color: transparent; line-height: inherit; "">HERE</span></a>&nbsp;FOR AN UPDATE ON THIS ISSUE.</strong></p><p><em><strong>This idea was submitted by Edward Monaghan.</strong></em></p><p>The weekly reports and&nbsp;cabinet reports take some time to accomplish during the week.&nbsp; Perhaps if&nbsp;staff keep a running record or tasks/accomplishments in outlook,&nbsp;clerical staff could access the&nbsp;calendars and submit the&nbsp;reports, eliminating the need for&nbsp;all staff to submit individual reports.&nbsp;</p>",Resolved
467,"Eliminate Formula Grant Slate Memos*",439,1,1332177857,1337807427,"<p>A few years ago OESE created a template for slate memos for formula grants that requires program offices to submit background information about a program.&nbsp; This slate memo must then be reviewed and approved by the Assistant Secretary.&nbsp; However, since there is not a decision process that goes into the calculation for formula awards the way there is a decision process that goes into choosing discretionary awards, the text of the memo is largely boilerplate.&nbsp; These memos are not necessary and take up time for program officers to write, get approved by their directors, and submit to the front office for approval.&nbsp;</p><p>Issues that need a memo for review and approval by the Assistant Secretary would be cases where there is an application process involved that included policy decisions or if conditions were needed on a grant because of compliance issues.</p><p><em>*This idea was submitted anonymously by an OESE staff member.</em></p>","Under Review"
469,"Change State Director in G5/GEMS",69,1,1332254306,1333028005,"<p>Under current&nbsp;procedures,&nbsp;someone&nbsp;is required to prepare a written memo from the program director to the assistant secretary to ask for a change in&nbsp;G5/GEMS&nbsp;whenever&nbsp;the state director of a grant&nbsp;program changes.&nbsp;&nbsp;This&nbsp;appears to be a routine, administrative matter that could be handled more efficiently by&nbsp;allowing the program officer to send the change&nbsp;request (via email) directly to appropriate G5/GEMS staff.</p>","Under Review"
470,"Let's enter the digital age and keep most records electronically",648,1,1332264349,1335973458,"<p><strong style=""font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 13px; line-height: inherit; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; vertical-align: baseline; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; background-color: transparent; "">IDEA ENGINE ADMINISTRATOR&#39;S NOTE</strong></p><p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 20px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-size: 13px; vertical-align: baseline; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; line-height: 20px; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; ""><strong style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; vertical-align: baseline; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; background-color: transparent; line-height: inherit; "">PLEASE CLICK&nbsp;<a href=""http://www.ideaengine.ed.gov/oese/node/470#comment-440"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; vertical-align: baseline; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; background-color: transparent; line-height: inherit; color: rgb(74, 165, 203); text-decoration: none; ""><span style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; vertical-align: baseline; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; background-color: transparent; line-height: inherit; "">HERE</span></a>&nbsp;FOR AN UPDATE ON THIS ISSUE.</strong></p><p>To save time,&nbsp;effort, and space,&nbsp;let&#39;s move toward keeping most&nbsp;records electronically instead of&nbsp;requiring the storage&nbsp;of paper copies.&nbsp;&nbsp;It will be faster and easier to&nbsp;store, access, and back up electronic&nbsp;records and files.</p>","In Progress"
473,"Signature Authority",206,1,1332849447,1337893297,"<p>I suggest&nbsp;there is a need to review&nbsp;signature authorities.&nbsp; Currently, every document&nbsp;that is sent&nbsp;from SASA is&nbsp;signed by the Director, including routine letters such&nbsp;as those transmitting monitoring closeout reviews to States, and notifications about&nbsp;monitoring visits.&nbsp;&nbsp; These types of routine&nbsp;letters which are nothing more than&nbsp;templates&nbsp;could be signed&nbsp;by Group Leaders.</p><p>&nbsp;</p><p>&nbsp;</p>","Awaiting Review"
511,"test plural ideas formatting",760,1,1340649284,1348515371,"<p>test test from live site 9/24/12</p>","Awaiting Review"
517,"The purchase, and utilization of, an Applicant Tracking System (ATS)",246,1,1342813123,1342813123,"<p>When I first came to HCCS/ED, I was taken aback by the fact that there is no existing Applicant Tracking System. Instead, each and every resume received are expected to be entered, line by line, onto a spreadsheet.&nbsp; So, when I first read Winona&#39;s message to us, I knew that I would have to contribute my thoughts/feelings about having a new ATS.</p><p>Admittedly, I tend to be pro-technology, as I have seen how an organization can change and grow for the better, once they become open to all of the possibilities afforded through the use and implementation of a good piece of software (i.e.,&nbsp;cost savings, user accountability, data analysis &amp; accessibility (anytime, anywhere!), efficient recruitment practices, and maintaining compliance with those we answer to&nbsp;- and more, I&#39;m sure!).&nbsp; Given that we have taken on new initiatives via technology, recently (SharePoint, being a very positive change), I am of the belief that we should let go of all of our older systems, and be required to use the new.</p><p>One doesn&#39;t have to look far in the research to find that most are warning against using a MS Access db (database) system; however,&nbsp;many advocate for the use of one of the many highly recommended systems that are available.&nbsp; In terms of finding a reputable ATS company to partner with, those resources are readily made available on the internet as well.&nbsp; As a matter of fact, CareerBuilder provides a &quot;completely independent and unbiased review&quot; of the ATS companies out there. (<a href=""http://www.google.com/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;frm=1&amp;source=web&amp;cd=1&amp;sqi=2&amp;ved=0CIMBEBYwAA&amp;url=http%3A%2F%2Fimg.icbdr.com%2Fimages%2Fjp%2Fcontent%2Fcompliance%2Fpdfs%2FATSGuide_2006.pdf&amp;ei=S6oJUMyvBaLH6wHOqL24Cg&amp;usg=AFQjCNG_xyDLQw_0gDoAtOoWPmtZw8Fimg&amp;sig2=kvsBhm7OS5F_ohqisYYJCg"" onclick=""window.open(this.href, '', 'resizable=no,status=no,location=no,toolbar=no,menubar=no,fullscreen=no,scrollbars=no,dependent=no'); return false;"">CareerBuilder Applicant Tracking System, 2006</a>)</p><p>(Um...I hope I did that right)</p><p>Lastly, in light of the White House&#39;s recent publication, &quot;Digital Government - Building a 21st Century Platform to Better Serve the American People&quot;, and given the Executive Orders released that I have read (i.e., EO 13576 &amp;&nbsp;EO 13571), I believe that a new and effective ATS for&nbsp;the Dept of ED&#39;s HCCS division could only be a good thing.</p><p>The Digital Government document, I mentioned,&nbsp;states that &quot;new expectations require the Federal Government to be ready to deliver and receive digital information and services, anytime, anywhere and on any device.&quot;&nbsp; I believe that&#39;s true - &amp; I believe we have the&nbsp;accountability, responsibility and obligation&nbsp;to be able to compete with our private sector community, all the while knowing that the information that we given is easily accessible and accurate.</p><p>Thanks.</p><p>Fred B.</p>","Awaiting Review"
571,"Create a ""Feds to Teachers"" program",975,1,1379098102,1379098346,"<p>Create a &quot;Feds to Teachers&quot; program similar to the Troops to Teachers program of grants to teacher preparation college/university programs--some retirees may want to go into teaching; this would be a good way for employees with math, writing or other skills to contribute to quality education</p>","Under Review"
572,"Save money by allowing government employees to stay with relatives or friends while traveling",975,1,1379098155,1380547246,"<p>Save money by allowing government employees to stay with relatives or friends while traveling. Fifty percent of the lodging per diem would go to the address where the&nbsp; employee stays.</p>","Under Review"
573,"Allow staff an allotment of time to use throughout the year for volunteer work.",975,1,1379098260,1379098290,"<p>Allow staff an allotment of time to use throughout the year for volunteer work. Also mandate a day of service for staff to perform out of the Department.</p>","Under Review"
575,"Create an innovation lab",975,1,1379594699,1379598935,"<p>Implement an innovation lab for ED. Create space to meet and collaborate as well as a colorful, welcoming space to think and get inspiration. A bookshelf with innovation books, tablets or computers (maybe connected to a sandbox space for development testing and experimentation), comfortable seating, games or tools for sparking ideas would be cool additions.</p>","Under Review"
576,"Create an ED resource pool",975,1,1379594736,1379594736,"<p>Implement an &ldquo;ED Resource Pool&rdquo; since many ED employees are not being utilized 100%,</p>","Under Review"
577,"Composting in the cafeteria",975,1,1379594786,1379594786,"<p>The ED cafeteria should offer composting alongside the trash and recycling receptacles. This would be another feature of green facilities activities at the Department. ED cafeteria patrons would be able to toss food waste and biodegradable dining ware into the compost bins. It seems that the cafeteria is already using biodegradable flatware and some biodegradable carryout boxes.</p>","Under Review"
578,"Use workstudy students as tutors",975,1,1379594822,1379594822,"<p>Use workstudy students as tutors</p>","Under Review"
579,"Student loan repayment for employees ",975,1,1379594869,1379594942,"<p>ED should set aside funding to support student loan repayment for employees with student debt.</p><p>Offer the benefit of student loan repayment for ED employees.&nbsp; While ED may not be able to pay a full debt due to budgetary constraints, offering at least a percentage to employees would be a great way to encourage new candidates to apply and will also increase the retention and satisfaction of&nbsp; employees.</p>","Under Review"
580,"Shared excess supplies",975,1,1379594905,1379594905,"<p>Many offices order supplies for conferences and meetings, they tend to over order and have new unused leftovers.Create a central point for an office to list excess supplies; that way when another office needs something it may already be in the building/department and can be used.</p>","Under Review"
581,"Lower prices tip for train travelers and arrangers",975,1,1379594998,1379594998,"<p>Train travelers/arrangers to use the eTS &quot;Shop First&quot; tab to obtain the lower &quot;CA&quot; prices.</p>","Under Review"
582,"Policy updates",975,1,1379595281,1380547440,"<p>1. Have OCR review and offer suggestions regarding SFA&rsquo;s regulatory standards for determining Satisfactory Annual Progress (SAP) minimum unit requirements for maintaining eligibility for student aid in regard PSE students with disabilities. As currently written, a disability is simply considered as a factor in failure to achieve SAP, and if the condition will remain as an impediment in the future (as it surely would with a significant or long term impairment), no consideration is given to modification of the SAP and minimum unit requirements. If this is a policy decision, make it clear that a student with a disability who fails to maintain SAP or take a set minimum of units is not considered &ldquo;a qualified individual with a disability&rdquo; or, in the alternative, consider developing standards for evaluating a modification or exception for students with disabilities who appeal the denial of financial aid based on SAP under Section 504 or the ADA..</p>","Under Review"
583,"Apply the SWAP idea to all grantees",975,1,1379598129,1379598129,"<p>Apply the SWAP idea to all grantees, since ED serves people of all ages in Voc Ed, Voc Rehab, and Independent Living.</p>","Under Review"
584,"Mobile app for human capital forms and training",975,1,1379598195,1379598195,"<p>Create an APP that allows employees to complete trainings or human capital forms on personal mobile phones.</p>","Under Review"
585,"Innovative sandbox area",975,1,1379598315,1379598315,"<p>&nbsp;Create sandbox areas that would go in with areas that were isolated without going through substantial approval. It could be more of a work area that is located from damaging other areas. That would allow us to create innovative applications for internal use.</p>","Under Review"
586,"Multi year FAFSA for families",975,1,1379598399,1379598399,"<p>ED should implement a shift in the federal student aid process and eliminate the need for students/families to complete the application annually. In most instances, a student&rsquo;s financial circumstance does not change dramatically from year to year. Even a small shift to a bi-annual application could save the government billions of dollars and more importantly, create an improved experience for students and families.</p>","Under Review"
587,"Alternate  “General Equivalency Diploma,” (GED) equivalents.",975,1,1379598544,1379598544,"<p>Empower non-profit or state entities to award a postsecondary equivalent to the secondary school &ldquo;General Equivalency Diploma,&rdquo; (GED).</p>","Under Review"
588,"Encourage the public health service to place psychologists and social workers at SIG schools",975,1,1379598784,1379598784,"<p>Encourage the public health service to place psychologists and social workers at SIG schools.</p>","Under Review"
589,"Forward fund all Discretionary Grants and require 90 day notification prior to budget period start date.",975,1,1379598810,1379598810,"<p>Forward fund all Discretionary Grants and require 90 day notification prior to budget period start date.</p>","Awaiting Review"
590,"Implement a wiki – “WikiEd”  ",975,1,1379598868,1379598868,"<p>Implement a wiki &ndash; &ldquo;WikiEd&rdquo; &ndash; to capture internal knowledge and information about our programs, grantees, and constituents.&nbsp;</p>","Under Review"
591,"New Pell-payment prototypes",975,1,1379598975,1379598975,"<p>Invite colleges, community colleges and universities to propose new Pell-payment prototypes.&nbsp; Offer small seed-money grants to help start and test innovative college tuition/fee payment strategies. If students fail to complete courses, the institution retains the Pell funds paid for those costs, and the institution benefits from drop-outs.&nbsp; It keeps the drop-out student&rsquo;s tuition.</p>","Under Review"
592,"ED grantees to create a 3-5 minute video that showcases the success of their efforts",975,1,1379599021,1379599021,"<p>Invite recipients of ED grants to create a 3-5 minute video that showcases the success of their efforts.&nbsp; These videos will be posted on ed.gov on a regular and rotating basis to underscore the local aspect of reform &ndash; and through the eyes and voices of those doing the reforms. The videos provide an opportunity for those on the ed.gov site to see what other schools, districts or communities have done to improve and change the education paradigm.</p>","Under Review"
593,"Make consideration for IBR part of the process of selecting a repayment plan ",975,1,1379599143,1379599143,"<p>Make consideration for IBR part of the process of selecting a repayment plan at the point at which a borrower enters repayment.&nbsp; While statute prevents the Secretary from automatically selecting any of the income-based repayment plans on behalf of a student, FSA can take action to present IBR to a student during the student&rsquo;s loan grace period.&nbsp; Getting students into the IBR program as soon as possible after graduation or withdrawal from college could help millions of students at a time when they need assistance the most.</p>","Under Review"
594,"Run a small grant program targeted towards high school or college student bodies focused on achievement gap and the high school graduation rate or completing college.",975,1,1379599174,1379599174,"<p>Run a small grant program targeted towards high school or college student bodies focused on achievement gap and the high school graduation rate or completing college.</p>","Under Review"
595,"Use IPAs more",975,1,1379599201,1379599201,"<p>Use IPAs more; use swap mechanism similar to the Teacher Ambassador Fellowship. (sabbattical IPA) Work in the school or district that youre funding or university.</p>","Under Review"
596,"Build an enterprise-wide business reference model",975,1,1379599228,1379599228,"<p>Build an enterprise-wide business reference model and align office functions to most efficiently perform defined outputs/outcomes</p>","In Progress"
597,"Change the length of time that is covered by each Computer Matching Agreement (CMA)",975,1,1379599329,1379599329,"<p>Change the length of time that is covered by each Computer Matching Agreement (CMA) from 18 months with a 12-month extension to cover 36 or 48 months. Current CMAs require review and clearance every 18 months and then require a 12-month renewal to extend the 18-month agreement for another year.&nbsp; The CMAs could safely be reviewed less often.&nbsp; This would save thousands of dollars and hours reviewing and editing the same documents.</p>","In Progress"
598,"Create a single online filing system",975,1,1379599475,1379599475,"<p>Create a single online filing system, where individuals could file their complaints and provide electronic consent; receive automated letters of acknowledgement; where all parties could submit any additional information related to pending complaints; and to which we would post (and electronically distribute) all outgoing correspondence from OCR to parties.</p>","Under Review"
599,"Create an Innovations in government site that captures all grant making and monitoring in title I schools",975,1,1379599502,1379599502,"<p>Create an Innovations in government site that captures all grant making and monitoring in title I schools</p>","Under Review"
600,"Create an online vehicle of best practices",975,1,1379599585,1379599585,"<p>Create an online vehicle, by jurisdiction and issue, of best practices that we can share with school districts who want to &ldquo;do the right thing&rdquo; to address actual or potential civil rights issues, such as model school disciplinary practices, ways to improve school environments and decrease or eliminate harassment, and model grievance procedures.&nbsp;</p><p><br />Have the Department revive the &ldquo;permission slip&rdquo; that we had under Secretary Riley, on which we were encouraged to develop and implement positive ideas without a lot of time-consuming HQ vetting.</p>","In Progress"
601,"Develop more streamlined processes regarding grants management and monitoring",975,1,1379599616,1379599616,"<p>Develop more streamlined processes regarding grants management and monitoring.&nbsp; Develop a system similar to FastLane at the National Science Foundation (NSF).</p>","In Progress"
