89,100,219
88,100,217
89,100,220
88,100,220
89,100,221
88,100,178
89,100,222
89,100,211
88,100,211
67,80,211
64,60,211
60,100,211
56,100,211
85,20,222
88,100,82
81,80,178
88,100,53
80,80,228
26,80,228
92,100,160
90,60,160
92,20,175
91,100,81
84,80,230
43,100,232
82,100,112
71,100,112
88,100,232
82,100,232
69,100,232
45,100,232
29,100,232
94,80,175
56,100,237
32,100,237
67,100,238
96,20,16
91,100,182
96,40,52
92,80,52
56,100,52
43,100,52
94,80,239
86,80,239
85,80,239
80,100,239
65,100,239
34,60,52
26,100,52
88,100,52
64,60,52
65,60,52
93,100,243
92,60,243
96,20,242
96,40,89
94,60,89
88,100,89
83,100,89
85,100,247
45,100,247
43,100,247
94,100,247
98,100,178
97,100,175
98,20,175
99,80,175
99,100,209
98,20,52
97,60,52
89,100,52
98,60,16
97,60,16
83,100,52
99,80,52
98,80,251
96,20,251
99,80,251
89,100,251
89,100,212
84,80,254
61,100,135
99,100,31
93,100,259
91,100,261
98,20,262
61,100,262
91,100,263
99,100,264
94,80,264
98,20,120
97,20,120
99,100,120
96,20,120
94,20,120
43,100,266
96,100,266
85,100,266
43,100,267
91,100,269
92,80,276
85,80,276
69,80,276
56,100,276
99,80,269
89,100,269
85,60,269
80,100,269
71,100,269
64,80,269
61,100,269
60,80,269
56,100,269
29,100,269
93,40,273
56,100,273
99,100,16
97,80,241
91,100,72
91,100,287
56,100,288
32,80,288
29,100,288
27,100,288
105,100,290
99,100,290
43,100,290
45,100,89
93,60,89
97,60,89
99,60,61
98,40,61
67,60,61
105,100,266
98,20,304
96,20,304
88,80,306
85,60,306
80,100,306
43,100,306
107,80,16
93,80,309
92,80,309
91,100,309
88,100,309
86,100,309
83,100,309
80,100,309
69,100,309
65,60,309
64,20,309
62,100,309
61,80,309
43,100,309
48,100,309
56,100,309
40,80,309
32,100,309
29,100,309
28,60,309
43,100,311
99,80,211
43,100,314
56,100,314
61,100,314
105,80,141
104,80,141
86,80,141
105,100,318
107,80,178
56,100,290
96,100,290
93,100,290
83,100,290
99,100,331
88,100,339
113,100,339
113,100,175
105,100,175
91,100,224
113,100,16
104,40,16
111,100,72
113,100,178
26,60,16
27,80,16
93,60,16
56,100,344
113,60,344
62,100,344
94,60,52
93,60,52
91,80,52
85,40,52
84,60,52
113,80,52
111,80,52
104,20,52
115,60,171
113,20,171
111,100,171
107,80,171
104,20,171
98,20,171
97,20,171
96,20,171
89,100,171
88,100,171
90,20,171
91,100,171
113,100,347
111,100,347
96,60,347
91,100,347
80,100,347
71,60,347
113,100,320
113,100,348
111,100,348
43,100,348
99,100,348
62,100,348
61,100,348
54,100,348
34,100,348
115,40,52
116,20,52
115,80,168
111,100,168
107,60,52
113,80,350
105,60,350
85,100,350
80,100,350
69,100,350
111,100,112
119,40,16
118,80,16
116,20,16
119,100,352
118,100,320
83,100,53
61,100,53
26,100,53
118,100,31
118,100,175
122,100,357
88,100,358
85,100,358
71,100,358
69,100,358
65,100,358
56,100,358
45,100,358
43,100,358
32,100,358
29,100,358
122,100,359
119,80,359
118,100,359
56,100,359
98,20,359
92,100,359
80,100,359
32,100,359
118,100,178
122,100,178
119,20,178
122,100,360
111,80,360
59,20,360
54,100,360
34,80,360
122,80,339
96,20,339
89,100,339
122,100,288
122,100,31
119,20,77
116,20,77
118,100,77
122,40,77
98,20,77
99,100,77
88,100,77
85,100,77
60,100,77
45,100,77
123,100,52
122,100,52
86,80,52
119,20,52
118,80,52
123,100,16
111,100,136
122,100,307
56,100,307
122,80,363
113,100,363
119,20,288
113,100,288
123,100,339
125,100,16
124,100,16
125,100,89
122,100,89
92,100,89
126,100,175
122,100,367
113,100,367
105,60,367
89,100,367
67,100,367
56,100,367
43,100,367
88,80,165
85,100,165
80,100,165
69,100,165
64,100,165
65,100,165
128,100,178
119,20,376
88,60,377
130,100,175
133,100,175
133,100,178
130,100,178
135,80,175
130,80,137
135,60,178
134,80,77
130,100,77
126,60,77
125,100,77
43,100,390
56,100,390
61,100,390
138,100,392
134,80,392
130,80,392
126,80,392
125,100,392
119,20,392
118,100,392
99,100,392
98,20,392
96,20,392
88,60,392
85,100,392
83,100,392
82,100,392
80,100,392
64,100,392
63,20,392
59,20,392
56,100,392
45,100,392
34,20,392
33,100,392
138,20,178
138,40,77
139,100,178
125,100,258
91,100,258
54,100,258
139,60,211
138,20,171
136,100,171
135,100,171
134,100,171
130,100,171
128,100,171
124,100,171
118,100,171
135,80,211
130,80,211
125,100,211
124,80,211
123,100,211
122,100,211
118,80,211
43,100,397
123,100,397
113,100,397
32,100,397
56,100,397
138,100,16
126,100,395
123,100,395
138,60,52
122,100,395
135,100,52
139,40,52
134,80,52
133,80,52
128,100,52
126,80,52
124,100,52
88,100,395
85,100,395
71,100,395
62,100,395
45,100,395
126,100,398
124,100,398
122,100,398
99,100,398
104,20,398
88,100,398
83,100,398
80,100,398
71,100,398
60,100,398
59,20,398
28,100,398
141,100,178
130,100,31
111,80,402
99,80,402
104,80,402
105,80,402
107,60,402
97,80,402
45,80,402
138,100,246
32,100,246
71,100,246
65,100,246
64,100,246
138,100,398
111,100,398
98,60,398
94,40,398
142,100,72
43,100,246
142,100,175
143,80,52
142,80,52
141,100,52
59,20,52
57,80,52
40,60,52
42,60,52
33,40,52
32,80,52
29,80,52
28,80,52
27,80,52
122,100,406
113,100,406
98,100,406
88,100,406
86,100,406
85,100,406
71,100,406
60,100,406
56,100,406
45,100,406
144,80,52
141,100,89
143,40,178
142,100,17
134,100,17
133,100,17
130,100,17
128,20,17
126,100,17
125,100,17
123,100,17
122,100,17
118,100,17
111,100,17
113,100,17
115,80,17
105,100,17
99,100,17
93,100,17
88,100,17
85,100,17
144,80,224
134,80,224
71,100,224
143,80,137
66,100,246
146,80,175
43,100,411
143,80,31
150,80,416
134,20,416
113,100,416
150,100,415
150,80,417
142,100,419
113,100,419
111,100,419
88,100,419
85,100,419
67,100,419
56,100,419
32,20,419
150,100,175
146,60,16
150,100,72
150,100,224
150,100,424
150,100,363
152,60,31
151,80,31
154,100,72
154,100,178
152,100,178
154,100,52
153,20,52
152,80,52
151,60,52
149,40,52
150,60,52
154,100,427
148,80,52
146,60,52
154,100,16
153,20,16
150,100,16
154,100,31
151,80,131
155,100,363
156,100,217
156,100,430
152,80,430
156,100,211
154,100,211
43,100,430
123,100,217
96,20,217
156,100,242
156,100,212
156,100,221
156,100,251
150,80,431
156,100,222
156,100,175
156,100,224
155,80,224
154,100,224
152,80,224
156,100,216
154,100,216
152,80,216
150,100,216
125,100,216
124,100,216
123,100,216
91,100,216
89,100,216
88,100,216
154,80,425
150,80,425
56,100,425
156,100,367
155,100,367
152,100,367
150,80,367
150,100,440
144,100,440
154,100,37
158,100,178
155,100,178
158,100,363
150,100,132
32,80,132
152,100,215
130,100,215
122,100,215
96,40,215
89,100,215
64,100,215
63,20,215
54,100,215
45,100,442
163,100,362
161,100,362
156,100,362
163,100,16
163,100,175
162,80,16
158,100,16
156,100,16
161,100,175
163,100,31
161,20,178
163,100,178
156,100,219
64,100,362
162,100,72
64,100,31
161,60,16
163,20,37
113,80,449
156,100,449
150,100,449
142,100,449
141,40,449
135,100,449
134,80,449
133,60,449
126,100,449
124,100,449
123,100,449
111,60,449
150,100,406
154,80,309
152,100,309
150,100,309
143,40,309
166,100,425
143,100,89
168,100,452
166,100,452
166,100,174
168,100,72
168,100,16
167,80,175
166,20,37
171,80,175
168,100,455
80,100,455
65,80,455
29,100,455
172,60,55
171,100,37
32,100,168
56,100,168
166,80,168
163,100,168
167,80,459
163,100,459
154,100,459
150,100,459
135,100,459
134,100,459
128,100,459
126,100,459
175,80,52
172,60,52
171,80,52
168,80,52
167,80,52
163,60,52
166,80,52
162,80,52
161,100,52
158,80,52
156,100,52
155,80,52
175,100,16
172,80,16
166,100,94
177,100,464
175,100,464
168,100,464
32,100,464
163,100,464
64,100,464
177,80,52
177,100,16
118,100,465
85,80,465
28,20,465
179,100,52
175,100,53
179,100,72
181,80,9
32,100,468
43,100,468
56,100,468
179,100,468
177,100,468
113,100,468
88,100,468
168,100,468
92,100,468
54,100,468
27,100,468
86,100,468
83,100,468
80,100,468
82,100,468
66,100,468
177,80,14
175,80,14
175,100,137
64,100,471
163,100,471
126,100,471
123,100,471
118,100,471
89,100,471
88,100,471
71,100,471
60,100,471
182,100,471
183,100,472
122,100,472
111,100,472
183,40,211
182,100,211
179,100,211
177,100,211
183,100,52
182,100,52
180,60,52
183,20,16
182,100,16
183,100,89
125,100,474
141,100,211
185,100,175
183,100,45
32,100,45
56,100,45
182,100,45
182,100,468
171,100,468
156,100,468
122,100,468
99,100,468
69,100,468
62,100,468
185,100,52
166,100,16
125,100,439
167,100,478
67,100,478
56,100,478
80,100,478
54,100,478
65,100,478
186,100,16
142,100,478
62,100,478
150,100,478
113,100,478
186,100,52
183,100,478
186,100,439
187,80,52
168,80,439
166,100,439
154,100,439
152,60,439
151,80,439
134,80,439
130,100,439
118,80,439
88,100,439
182,100,216
187,60,16
189,100,216
189,100,211
186,100,211
188,20,52
189,80,52
189,100,288
183,100,288
189,100,251
182,100,288
166,100,288
189,100,480
56,100,480
187,20,175
189,80,16
189,100,314
32,100,314
189,100,212
189,100,481
32,100,481
64,40,77
189,100,77
189,100,31
188,40,16
189,100,220
189,100,207
168,60,207
166,100,207
150,100,207
186,100,483
187,80,484
177,100,484
115,40,16
190,100,94
189,100,144
190,80,52
126,100,89
98,40,89
85,100,89
190,100,16
189,60,89
195,80,52
152,40,89
128,20,89
162,40,89
167,60,89
144,40,89
196,80,175
197,80,175
196,80,52
198,100,132
198,100,52
195,100,246
187,100,246
183,100,246
182,100,246
179,100,246
168,100,246
167,100,246
56,100,246
113,100,246
86,100,246
54,100,246
196,100,132
195,100,132
190,100,132
189,100,132
187,100,132
186,100,132
122,20,16
189,100,491
183,80,491
179,100,491
150,100,491
143,100,491
124,100,491
98,100,491
62,20,491
56,100,491
196,80,16
198,60,16
195,60,89
198,100,94
197,100,498
198,100,17
196,100,17
195,100,17
190,100,17
188,100,17
167,100,17
195,100,439
196,80,15
213,80,227
203,80,227
198,100,504
196,100,504
197,40,89
166,40,89
187,100,276
183,100,276
167,100,276
213,60,16
203,40,16
197,20,16
213,100,233
213,80,31
213,60,52
203,80,52
56,100,233
213,100,82
62,100,82
196,20,233
216,100,508
188,20,508
186,80,508
216,80,224
213,80,224
198,100,224
196,100,224
195,100,224
189,100,224
219,100,512
179,100,465
213,100,72
219,100,16
216,100,16
198,100,512
196,100,512
189,100,512
190,100,512
42,60,16
40,40,16
219,100,232
216,100,232
189,80,232
219,100,510
216,80,510
196,100,510
195,100,510
189,100,510
183,80,510
219,100,53
216,100,53
182,20,53
203,20,53
126,100,53
219,100,517
219,100,518
32,100,518
203,100,175
216,80,175
219,100,175
219,100,519
56,100,519
216,80,52
219,80,52
219,100,122
222,100,122
222,100,524
222,100,525
222,100,526
222,60,233
216,100,528
64,100,528
222,100,518
222,60,530
168,80,519
152,100,519
124,100,519
222,80,16
219,100,31
216,100,31
183,100,532
222,100,533
227,100,532
227,100,16
227,100,53
56,100,532
227,100,471
227,100,52
222,60,52
227,100,534
222,100,17
213,80,17
219,100,17
227,100,17
156,100,17
222,100,454
222,100,550
56,60,550
197,80,550
183,20,550
167,80,550
222,100,573
222,100,559
222,100,574
222,100,557
222,100,510
222,40,89
222,100,576
227,100,144
222,100,535
222,100,568
240,80,16
43,100,581
222,100,582
216,100,582
213,100,582
186,100,582
167,80,582
124,80,582
56,100,582
29,80,582
222,100,512
222,20,519
32,80,519
222,100,491
122,100,491
116,20,491
32,100,491
246,100,585
222,100,585
183,80,585
113,80,585
85,80,585
56,100,585
249,100,175
244,100,369
246,100,429
190,100,429
250,100,528
250,100,491
244,100,310
228,100,310
216,100,310
213,100,310
198,100,310
196,100,310
186,100,310
177,100,310
162,100,310
161,100,310
154,100,310
150,100,310
142,100,310
134,100,310
123,100,310
91,100,310
89,100,310
86,100,310
65,100,310
56,100,310
43,100,310
32,100,310
29,100,310
28,100,310
228,80,16
244,80,16
250,80,16
222,100,590
222,100,349
244,80,349
246,80,349
246,100,519
222,60,594
195,80,594
186,100,594
155,80,594
254,100,211
252,100,211
246,100,211
228,80,211
222,100,211
219,100,211
216,100,211
203,100,211
196,100,211
190,100,211
255,100,392
222,20,392
219,100,392
189,100,392
188,20,392
183,20,392
163,100,392
252,100,307
250,100,307
152,100,392
150,80,392
149,20,392
142,100,392
124,100,392
113,100,392
111,80,392
256,100,175
94,100,392
60,100,392
56,100,74
256,100,74
246,100,74
222,100,597
56,100,597
256,100,597
227,100,597
195,100,597
126,100,597
124,100,597
227,100,363
219,100,74
196,100,74
259,100,175
256,100,16
255,100,288
227,100,430
246,100,430
195,100,430
227,100,512
222,100,517
257,100,602
56,100,602
222,100,603
257,100,16
255,80,16
252,80,16
261,100,602
254,100,602
246,40,602
244,100,602
196,100,602
246,100,604
222,100,604
195,100,602
190,100,602
167,100,602
166,100,602
163,100,602
158,100,602
151,100,602
143,100,602
134,100,602
130,100,602
118,100,602
113,100,602
111,100,602
99,100,602
88,100,602
86,100,602
246,100,612
264,80,207
262,80,207
56,100,612
43,100,612
189,100,612
156,100,612
88,100,612
61,100,612
60,100,612
222,80,238
246,100,238
265,100,348
222,100,616
265,100,264
268,100,117
269,100,117
266,100,348
244,100,137
265,100,121
268,100,528
150,100,117
246,100,618
268,100,429
266,100,429
265,100,429
262,80,429
269,80,16
267,100,16
266,100,16
268,60,31
268,100,348
265,100,16
269,100,392
268,100,392
118,100,122
265,100,519
275,100,123
262,100,82
32,20,622
43,20,622
268,100,238
56,20,622
265,100,238
222,100,73
138,80,73
246,100,73
196,100,73
56,100,627
65,80,626
269,100,132
275,80,132
268,60,132
262,60,132
261,40,132
259,100,132
258,100,132
257,100,132
252,100,132
246,80,132
244,100,132
227,60,132
222,100,132
219,100,132
216,100,132
88,100,132
274,100,132
113,100,132
99,80,132
249,100,631
32,100,632
268,100,632
269,100,211
267,60,211
256,80,211
227,100,211
56,100,634
43,80,634
32,80,634
265,100,634
250,100,634
246,100,634
183,20,634
141,100,634
126,100,634
124,100,634
123,100,634
122,40,634
266,100,439
264,20,439
261,100,439
257,100,439
254,100,439
196,100,439
261,20,122
265,100,636
275,100,636
256,100,636
278,80,52
275,20,52
274,100,52
54,80,52
48,80,52
45,80,52
261,80,52
257,100,52
246,100,52
228,80,52
105,100,52
269,100,52
268,80,52
267,100,52
266,100,52
265,100,52
264,60,52
262,80,52
259,80,52
258,80,52
256,80,52
255,100,52
254,100,52
252,80,52
250,100,52
244,100,52
278,100,175
278,100,16
222,100,352
280,60,52
268,80,211
153,20,77
56,100,352
284,80,175
266,100,122
284,20,31
278,100,528
284,40,52
284,100,468
274,100,468
267,100,468
264,20,468
261,100,468
259,100,468
258,100,468
254,100,468
222,100,468
203,100,468
196,100,468
284,80,16
186,100,468
167,100,468
163,100,468
162,100,468
161,100,468
158,100,468
152,100,468
151,100,468
118,100,468
40,100,468
42,100,468
290,100,52
280,60,16
290,100,175
275,20,667
290,20,667
284,20,667
280,20,667
278,100,667
274,100,667
269,20,667
267,20,667
266,20,667
265,20,667
264,20,667
262,20,667
261,20,667
259,20,667
258,100,667
257,20,667
256,60,667
255,20,667
254,20,667
252,40,667
250,20,667
249,20,667
246,100,667
244,20,667
228,100,667
222,100,667
71,100,667
162,20,667
84,20,667
265,80,668
265,100,51
265,100,670
269,100,671
265,100,673
265,100,674
299,100,126
267,100,126
265,100,126
250,100,126
299,40,175
280,80,675
265,100,675
265,100,55
262,100,616
265,100,561
265,100,678
56,100,678
299,100,429
124,100,429
113,100,429
134,100,174
126,100,174
222,80,174
88,100,174
113,100,174
216,100,174
111,100,174
99,100,174
153,20,174
179,100,174
92,100,174
64,100,174
45,100,174
258,100,174
265,80,680
284,60,174
265,100,681
85,100,174
265,100,174
262,40,174
198,100,174
265,100,682
56,100,682
152,100,174
189,100,174
299,100,48
265,100,48
265,100,45
299,80,52
299,40,288
284,100,288
280,40,288
275,80,288
269,100,288
274,100,288
266,100,288
254,100,288
227,100,288
196,100,288
175,100,288
301,100,82
301,100,16
299,40,16
302,100,25
275,40,25
261,20,25
257,80,25
254,100,25
244,80,25
216,100,25
179,100,25
302,100,528
166,100,82
302,100,175
302,100,16
290,60,16
302,60,52
301,100,52
303,80,16
306,80,52
303,80,52
302,100,174
301,100,174
306,80,175
303,100,694
302,80,694
301,100,694
314,60,52
314,100,16
306,80,16
306,80,31
315,80,52
316,60,52
314,80,700
306,80,700
303,100,700
301,100,700
299,80,700
269,100,700
268,80,700
261,100,700
259,100,700
257,100,700
249,100,700
244,100,700
228,100,700
219,100,700
216,100,700
198,100,700
195,80,700
190,100,700
179,80,700
177,100,700
175,100,700
167,100,700
161,100,700
158,100,700
152,100,700
150,100,700
143,100,700
135,80,700
130,100,700
118,100,700
113,100,700
111,100,700
92,60,700
86,100,700
85,100,700
65,100,700
62,100,700
316,100,528
302,40,707
306,100,82
321,80,175
322,100,692
321,100,692
47,80,472
123,80,472
266,60,472
124,100,472
190,100,472
141,100,472
158,60,472
138,80,472
195,100,472
322,80,472
314,80,472
323,20,667
323,40,175
56,100,716
43,100,716
324,80,464
314,80,464
323,80,464
301,80,464
290,80,464
274,80,464
269,80,464
262,80,464
261,100,464
244,100,464
198,100,464
190,100,464
166,100,464
161,100,464
324,100,175
324,20,692
324,100,429
278,100,429
43,100,429
324,100,74
322,100,74
316,80,74
314,80,74
301,100,74
278,100,74
275,100,74
105,100,74
274,100,74
267,100,74
266,100,74
259,100,74
261,80,74
254,100,74
252,100,74
244,100,74
257,100,74
216,100,74
213,100,74
107,100,74
227,100,74
198,100,74
179,100,74
168,100,74
175,100,74
177,100,74
162,60,74
163,100,74
166,100,74
152,100,74
150,100,74
113,100,74
158,100,74
141,100,74
135,100,74
143,80,74
123,100,74
126,100,74
124,100,74
122,100,74
134,100,74
54,100,429
324,20,667
334,100,667
322,20,667
321,20,667
320,20,667
318,20,667
316,40,667
314,20,667
306,20,667
303,20,667
302,20,667
301,20,667
299,20,667
263,20,667
146,20,667
144,20,667
143,20,667
142,20,667
141,100,667
139,40,667
138,100,667
137,20,667
158,20,667
155,20,667
152,100,667
151,100,667
150,100,667
179,100,667
177,100,667
167,60,667
163,20,667
166,20,667
96,20,667
92,100,667
57,100,667
56,100,667
54,100,667
47,20,667
45,100,667
43,100,667
42,100,667
34,20,667
334,80,716
324,100,82
324,100,716
323,100,519
324,80,519
322,100,721
321,20,721
32,100,721
43,100,721
56,100,721
167,100,721
92,100,721
158,100,721
323,80,429
321,100,429
301,100,136
82,100,667
83,20,667
185,20,667
91,20,667
124,20,667
198,100,667
323,80,31
323,100,715
334,100,17
339,60,350
334,80,350
322,100,350
320,60,350
342,100,82
342,100,175
339,60,175
338,80,175
334,80,175
342,80,52
342,80,16
338,80,16
324,80,16
322,80,52
339,80,52
338,80,52
324,60,52
323,60,16
322,100,16
334,80,52
323,80,52
321,60,52
320,60,52
318,40,52
344,80,175
344,80,167
346,100,727
344,100,528
334,100,727
344,100,729
324,100,729
344,80,350
343,60,350
346,100,732
346,80,645
349,100,59
342,100,727
343,100,727
344,100,727
351,100,52
346,80,52
344,60,52
343,80,52
351,100,727
351,100,429
150,100,429
346,100,439
342,100,439
306,100,729
356,100,739
346,100,739
334,100,739
318,100,739
257,100,739
249,100,739
179,100,739
356,20,37
361,20,37
361,100,175
351,80,31
344,60,31
351,100,211
344,100,211
343,80,211
339,100,211
324,100,211
323,60,211
322,100,211
318,80,211
316,80,211
314,80,211
306,100,211
303,80,211
361,20,667
359,20,667
356,20,667
346,100,667
344,100,667
343,20,667
342,20,667
339,100,667
338,100,667
357,20,667
339,80,16
343,60,16
344,100,16
346,60,16
351,100,16
356,40,16
357,40,16
361,100,16
361,80,708
324,100,122
346,100,82
324,80,224
361,100,45
356,80,45
344,100,45
357,100,756
334,80,756
322,100,756
195,100,756
179,100,756
167,100,756
152,100,756
56,100,756
43,100,756
64,20,233
367,100,175
368,60,175
346,100,519
344,80,519
370,80,175
323,100,363
321,100,363
368,80,16
367,100,16
368,100,224
378,80,224
361,100,224
356,60,224
356,40,52
357,20,52
359,100,52
368,80,52
370,80,52
361,80,52
367,80,52
378,80,52
379,60,52
56,100,66
249,100,66
187,100,66
388,20,233
388,20,175
379,100,141
249,100,775
249,100,776
249,100,777
249,100,778
249,100,67
249,100,779
379,40,233
378,60,233
357,60,233
249,100,16
343,20,439
306,100,439
361,100,94
324,100,94
179,80,175
388,60,16
379,100,16
378,80,16
367,100,31
378,80,31
249,100,781
370,80,16
356,80,645
367,100,645
405,100,16
357,80,17
303,100,17
299,80,17
290,100,17
388,100,9
56,100,204
244,100,204
197,20,204
261,20,204
136,100,204
83,100,204
187,100,204
133,80,204
216,60,204
414,100,81
414,100,507
388,40,507
379,60,507
378,80,507
415,100,16
414,80,16
415,80,784
388,40,784
356,100,785
417,80,175
415,100,507
367,60,507
417,60,507
417,100,528
414,100,727
56,100,789
415,100,790
388,40,790
418,100,727
418,60,175
418,80,211
415,80,211
414,60,211
368,80,211
367,100,211
415,80,796
43,100,796
418,60,16
415,80,279
417,80,16
422,100,16
422,60,175
422,100,528
415,100,52
422,100,52
414,60,52
388,60,52
418,60,52
422,100,31
339,100,723
378,80,174
422,100,174
357,100,174
351,100,174
339,100,174
322,100,174
274,100,174
269,80,174
261,100,174
259,100,174
254,100,174
246,100,174
228,100,174
227,100,174
196,100,174
195,100,174
171,100,174
158,100,174
135,100,174
59,20,174
54,100,174
28,100,174
26,100,174
414,20,37
422,100,37
388,20,37
378,20,37
367,20,37
357,100,37
351,20,37
351,100,126
415,100,818
424,100,821
56,100,821
43,100,821
424,100,175
415,100,647
56,100,253
424,100,279
424,100,16
424,100,819
428,80,175
321,80,472
424,60,52
428,40,52
428,100,462
428,80,16
428,100,94
428,100,700
428,100,464
428,100,840
424,100,94
428,80,841
424,80,841
379,80,841
361,100,841
357,100,841
342,100,841
324,100,841
318,100,841
314,80,841
301,100,841
284,100,841
266,100,841
262,100,841
257,80,841
244,100,841
198,80,841
190,100,841
175,100,841
166,100,841
154,100,841
424,100,31
434,100,175
434,100,462
424,100,843
422,100,843
346,80,843
434,100,760
434,100,7
428,100,7
424,40,7
422,60,7
418,60,7
415,100,7
414,40,7
437,80,175
437,100,462
438,100,462
163,100,846
126,100,846
439,40,175
424,100,82
439,60,52
438,80,52
434,80,52
437,80,52
249,100,850
428,100,439
424,80,528
439,80,262
438,100,262
437,100,262
56,100,262
447,100,760
442,100,126
434,20,126
451,100,141
422,100,634
452,100,141
452,80,439
453,20,37
453,60,141
453,40,175
453,100,350
175,100,350
452,100,70
454,100,70
455,80,175
455,20,233
453,20,233
449,100,211
439,80,211
437,80,211
424,80,211
422,100,211
454,60,641
452,80,641
449,100,52
450,60,52
455,40,52
442,80,52
445,60,52
453,40,52
455,80,858
450,100,107
56,100,864
442,100,310
459,100,310
457,100,310
455,20,310
453,100,310
450,100,310
449,100,310
439,100,310
437,100,310
434,20,310
428,100,310
424,100,310
422,100,310
418,100,310
461,100,873
455,100,873
445,100,873
461,100,874
163,100,874
461,40,16
460,100,16
459,100,16
455,40,16
453,80,16
449,100,16
445,80,16
439,80,16
438,100,16
437,100,16
462,80,16
459,80,52
460,80,52
461,40,52
462,80,52
463,100,439
437,80,70
461,20,70
455,40,70
453,20,70
424,100,70
356,20,70
344,100,70
460,100,82
461,40,82
455,60,82
417,100,82
356,80,82
339,100,82
455,60,439
324,100,439
467,80,641
466,60,641
463,100,641
467,80,826
454,80,826
452,100,826
451,100,826
466,20,826
467,80,69
451,100,815
452,60,815
454,80,815
463,100,69
466,100,628
451,100,628
451,80,439
451,80,353
467,80,353
469,80,353
454,60,439
467,80,439
424,100,842
469,100,826
460,100,721
455,100,721
450,100,721
438,100,721
434,100,721
437,100,721
424,100,721
344,100,721
343,100,721
274,100,721
278,100,721
442,100,721
428,100,721
422,100,721
414,60,721
449,100,721
306,100,721
275,100,721
222,100,721
261,100,721
259,100,721
254,100,721
246,100,721
244,100,721
228,100,721
227,100,721
196,100,721
161,100,721
113,100,721
154,20,721
454,80,594
451,100,594
